,filename,setor,fold,quintilRenda
0,6LQe6hs8AA016zPRuo0kGA-0.jpg,351480905000014.0,2,4.0
1,6LQe6hs8AA016zPRuo0kGA-90.jpg,351480905000014.0,2,4.0
2,6LQe6hs8AA016zPRuo0kGA-180.jpg,351480905000014.0,2,4.0
3,6LQe6hs8AA016zPRuo0kGA-270.jpg,351480905000014.0,2,4.0
4,zwO05PWQE-I_3GsXW4nQPg-0.jpg,351480915000005.0,2,1.0
5,zwO05PWQE-I_3GsXW4nQPg-90.jpg,351480915000005.0,2,1.0
6,zwO05PWQE-I_3GsXW4nQPg-180.jpg,351480915000005.0,2,1.0
7,zwO05PWQE-I_3GsXW4nQPg-270.jpg,351480915000005.0,2,1.0
8,g-7EqKkprZbhk3LG0D2oug-0.jpg,352030105000019.0,2,2.0
9,g-7EqKkprZbhk3LG0D2oug-90.jpg,352030105000019.0,2,2.0
10,g-7EqKkprZbhk3LG0D2oug-180.jpg,352030105000019.0,2,2.0
11,g-7EqKkprZbhk3LG0D2oug-270.jpg,352030105000019.0,2,2.0
12,3QOdlJD5htqF3fLt6D6Deg-0.jpg,352042605000029.0,2,5.0
13,3QOdlJD5htqF3fLt6D6Deg-90.jpg,352042605000029.0,2,5.0
14,3QOdlJD5htqF3fLt6D6Deg-180.jpg,352042605000029.0,2,5.0
15,3QOdlJD5htqF3fLt6D6Deg-270.jpg,352042605000029.0,2,5.0
16,C-NOYT1jw_wZzsf-fCWlAw-0.jpg,352042605000024.0,2,5.0
17,C-NOYT1jw_wZzsf-fCWlAw-90.jpg,352042605000024.0,2,5.0
18,C-NOYT1jw_wZzsf-fCWlAw-180.jpg,352042605000024.0,2,5.0
19,C-NOYT1jw_wZzsf-fCWlAw-270.jpg,352042605000024.0,2,5.0
20,PLB2enk8_XEJl4av7V48hA-0.jpg,352042605000024.0,2,5.0
21,PLB2enk8_XEJl4av7V48hA-90.jpg,352042605000024.0,2,5.0
22,PLB2enk8_XEJl4av7V48hA-180.jpg,352042605000024.0,2,5.0
23,PLB2enk8_XEJl4av7V48hA-270.jpg,352042605000024.0,2,5.0
24,y1i16PF7QM84sG1LHO7gmw-0.jpg,352042605000024.0,2,5.0
25,y1i16PF7QM84sG1LHO7gmw-90.jpg,352042605000024.0,2,5.0
26,y1i16PF7QM84sG1LHO7gmw-180.jpg,352042605000024.0,2,5.0
27,y1i16PF7QM84sG1LHO7gmw-270.jpg,352042605000024.0,2,5.0
28,3xAYVIVPKCEdGmD9jIi3BQ-0.jpg,352042605000024.0,2,5.0
29,3xAYVIVPKCEdGmD9jIi3BQ-90.jpg,352042605000024.0,2,5.0
30,3xAYVIVPKCEdGmD9jIi3BQ-180.jpg,352042605000024.0,2,5.0
31,3xAYVIVPKCEdGmD9jIi3BQ-270.jpg,352042605000024.0,2,5.0
32,eKbA63VpTU8mHhd7NUyLaQ-0.jpg,352042605000015.0,2,4.0
33,eKbA63VpTU8mHhd7NUyLaQ-90.jpg,352042605000015.0,2,4.0
34,eKbA63VpTU8mHhd7NUyLaQ-180.jpg,352042605000015.0,2,4.0
35,eKbA63VpTU8mHhd7NUyLaQ-270.jpg,352042605000015.0,2,4.0
36,80wFIiDH_-S0sHorIkpL0Q-0.jpg,352042605000001.0,2,4.0
37,80wFIiDH_-S0sHorIkpL0Q-90.jpg,352042605000001.0,2,4.0
38,80wFIiDH_-S0sHorIkpL0Q-180.jpg,352042605000001.0,2,4.0
39,80wFIiDH_-S0sHorIkpL0Q-270.jpg,352042605000001.0,2,4.0
40,8HS1bUkuFWHZxG_5L-pnoA-0.jpg,352042605000001.0,2,4.0
41,8HS1bUkuFWHZxG_5L-pnoA-90.jpg,352042605000001.0,2,4.0
42,8HS1bUkuFWHZxG_5L-pnoA-180.jpg,352042605000001.0,2,4.0
43,8HS1bUkuFWHZxG_5L-pnoA-270.jpg,352042605000001.0,2,4.0
44,vPoFWQvF_7ngBmKt3Ui5Wg-0.jpg,352042605000013.0,2,4.0
45,vPoFWQvF_7ngBmKt3Ui5Wg-90.jpg,352042605000013.0,2,4.0
46,vPoFWQvF_7ngBmKt3Ui5Wg-180.jpg,352042605000013.0,2,4.0
47,vPoFWQvF_7ngBmKt3Ui5Wg-270.jpg,352042605000013.0,2,4.0
48,57DN5h9qZDBiemoJghFxcA-0.jpg,352042605000025.0,2,3.0
49,57DN5h9qZDBiemoJghFxcA-90.jpg,352042605000025.0,2,3.0
50,57DN5h9qZDBiemoJghFxcA-180.jpg,352042605000025.0,2,3.0
51,57DN5h9qZDBiemoJghFxcA-270.jpg,352042605000025.0,2,3.0
52,1V0D2bSqaKfHOIUScn_yVA-0.jpg,352042605000025.0,2,3.0
53,1V0D2bSqaKfHOIUScn_yVA-90.jpg,352042605000025.0,2,3.0
54,1V0D2bSqaKfHOIUScn_yVA-180.jpg,352042605000025.0,2,3.0
55,1V0D2bSqaKfHOIUScn_yVA-270.jpg,352042605000025.0,2,3.0
56,IcCvfwJimNgkimKDAoqcEg-0.jpg,352042605000031.0,2,5.0
57,IcCvfwJimNgkimKDAoqcEg-90.jpg,352042605000031.0,2,5.0
58,IcCvfwJimNgkimKDAoqcEg-180.jpg,352042605000031.0,2,5.0
59,IcCvfwJimNgkimKDAoqcEg-270.jpg,352042605000031.0,2,5.0
60,qVUNgCsaOxiNfbY5E3fGlQ-0.jpg,352042605000021.0,2,4.0
61,qVUNgCsaOxiNfbY5E3fGlQ-90.jpg,352042605000021.0,2,4.0
62,qVUNgCsaOxiNfbY5E3fGlQ-180.jpg,352042605000021.0,2,4.0
63,qVUNgCsaOxiNfbY5E3fGlQ-270.jpg,352042605000021.0,2,4.0
64,sZQuxHfABEUWUTPjPJ6RYg-0.jpg,352042605000021.0,2,4.0
65,sZQuxHfABEUWUTPjPJ6RYg-90.jpg,352042605000021.0,2,4.0
66,sZQuxHfABEUWUTPjPJ6RYg-180.jpg,352042605000021.0,2,4.0
67,sZQuxHfABEUWUTPjPJ6RYg-270.jpg,352042605000021.0,2,4.0
68,HXBcd3CgPemrbrb2wuE_jQ-0.jpg,352042605000022.0,2,4.0
69,HXBcd3CgPemrbrb2wuE_jQ-90.jpg,352042605000022.0,2,4.0
70,HXBcd3CgPemrbrb2wuE_jQ-180.jpg,352042605000022.0,2,4.0
71,HXBcd3CgPemrbrb2wuE_jQ-270.jpg,352042605000022.0,2,4.0
72,igg_YfXt0zjVtryERDdMGQ-0.jpg,352330505000003.0,2,5.0
73,igg_YfXt0zjVtryERDdMGQ-90.jpg,352330505000003.0,2,5.0
74,igg_YfXt0zjVtryERDdMGQ-180.jpg,352330505000003.0,2,5.0
75,igg_YfXt0zjVtryERDdMGQ-270.jpg,352330505000003.0,2,5.0
76,XimA6nZDYEaYw6P_3Wvf-A-0.jpg,352330505000003.0,2,5.0
77,XimA6nZDYEaYw6P_3Wvf-A-90.jpg,352330505000003.0,2,5.0
78,XimA6nZDYEaYw6P_3Wvf-A-180.jpg,352330505000003.0,2,5.0
79,XimA6nZDYEaYw6P_3Wvf-A-270.jpg,352330505000003.0,2,5.0
80,ydpzb6la-LkechO_T6QJjA-0.jpg,352330505000004.0,2,5.0
81,ydpzb6la-LkechO_T6QJjA-90.jpg,352330505000004.0,2,5.0
82,ydpzb6la-LkechO_T6QJjA-180.jpg,352330505000004.0,2,5.0
83,ydpzb6la-LkechO_T6QJjA-270.jpg,352330505000004.0,2,5.0
84,Z2vjtwavTGdFwbYprqZVKg-0.jpg,352330505000004.0,2,5.0
85,Z2vjtwavTGdFwbYprqZVKg-90.jpg,352330505000004.0,2,5.0
86,Z2vjtwavTGdFwbYprqZVKg-180.jpg,352330505000004.0,2,5.0
87,Z2vjtwavTGdFwbYprqZVKg-270.jpg,352330505000004.0,2,5.0
88,nPEAui3dekT5TKl9VbHLXg-0.jpg,352460005000009.0,2,5.0
89,nPEAui3dekT5TKl9VbHLXg-90.jpg,352460005000009.0,2,5.0
90,nPEAui3dekT5TKl9VbHLXg-180.jpg,352460005000009.0,2,5.0
91,nPEAui3dekT5TKl9VbHLXg-270.jpg,352460005000009.0,2,5.0
92,Ccd-kywQDIsV0VrK1pB5Rw-0.jpg,352460005000001.0,2,5.0
93,Ccd-kywQDIsV0VrK1pB5Rw-90.jpg,352460005000001.0,2,5.0
94,Ccd-kywQDIsV0VrK1pB5Rw-180.jpg,352460005000001.0,2,5.0
95,Ccd-kywQDIsV0VrK1pB5Rw-270.jpg,352460005000001.0,2,5.0
96,bJmPfkUPCfmmMtpo6g5C8A-0.jpg,352610005000019.0,2,5.0
97,bJmPfkUPCfmmMtpo6g5C8A-90.jpg,352610005000019.0,2,5.0
98,bJmPfkUPCfmmMtpo6g5C8A-180.jpg,352610005000019.0,2,5.0
99,bJmPfkUPCfmmMtpo6g5C8A-270.jpg,352610005000019.0,2,5.0
100,SFbAtkDNbkWH6UvqWKwIWg-0.jpg,352610005000017.0,2,2.0
101,SFbAtkDNbkWH6UvqWKwIWg-90.jpg,352610005000017.0,2,2.0
102,SFbAtkDNbkWH6UvqWKwIWg-180.jpg,352610005000017.0,2,2.0
103,SFbAtkDNbkWH6UvqWKwIWg-270.jpg,352610005000017.0,2,2.0
104,n4Uor4IhamTFrpmVxYgPWQ-0.jpg,352610005000007.0,2,3.0
105,n4Uor4IhamTFrpmVxYgPWQ-90.jpg,352610005000007.0,2,3.0
106,n4Uor4IhamTFrpmVxYgPWQ-180.jpg,352610005000007.0,2,3.0
107,n4Uor4IhamTFrpmVxYgPWQ-270.jpg,352610005000007.0,2,3.0
108,qsWbbIDeOxpeA2H1Kiql2A-0.jpg,352990605000001.0,2,5.0
109,qsWbbIDeOxpeA2H1Kiql2A-90.jpg,352990605000001.0,2,5.0
110,qsWbbIDeOxpeA2H1Kiql2A-180.jpg,352990605000001.0,2,5.0
111,qsWbbIDeOxpeA2H1Kiql2A-270.jpg,352990605000001.0,2,5.0
112,VJd3mB3_C60lrQPfMz01ug-0.jpg,352990605000013.0,2,4.0
113,VJd3mB3_C60lrQPfMz01ug-90.jpg,352990605000013.0,2,4.0
114,VJd3mB3_C60lrQPfMz01ug-180.jpg,352990605000013.0,2,4.0
115,VJd3mB3_C60lrQPfMz01ug-270.jpg,352990605000013.0,2,4.0
116,cs_IakKDEZj0uMt-xdSVEQ-0.jpg,354260205000010.0,2,5.0
117,cs_IakKDEZj0uMt-xdSVEQ-90.jpg,354260205000010.0,2,5.0
118,cs_IakKDEZj0uMt-xdSVEQ-180.jpg,354260205000010.0,2,5.0
119,cs_IakKDEZj0uMt-xdSVEQ-270.jpg,354260205000010.0,2,5.0
120,zu14nXS6OBYyjZj5CgDHkQ-0.jpg,354260205000011.0,2,5.0
121,zu14nXS6OBYyjZj5CgDHkQ-90.jpg,354260205000011.0,2,5.0
122,zu14nXS6OBYyjZj5CgDHkQ-180.jpg,354260205000011.0,2,5.0
123,zu14nXS6OBYyjZj5CgDHkQ-270.jpg,354260205000011.0,2,5.0
124,CexWADPpBU_AYT6s8VNomQ-0.jpg,354260205000011.0,2,5.0
125,CexWADPpBU_AYT6s8VNomQ-90.jpg,354260205000011.0,2,5.0
126,CexWADPpBU_AYT6s8VNomQ-180.jpg,354260205000011.0,2,5.0
127,CexWADPpBU_AYT6s8VNomQ-270.jpg,354260205000011.0,2,5.0
128,ePYYHdYrh_ez9V_frigfkw-0.jpg,354260205000018.0,2,5.0
129,ePYYHdYrh_ez9V_frigfkw-90.jpg,354260205000018.0,2,5.0
130,ePYYHdYrh_ez9V_frigfkw-180.jpg,354260205000018.0,2,5.0
131,ePYYHdYrh_ez9V_frigfkw-270.jpg,354260205000018.0,2,5.0
132,wohG3ePEfA2KpJVKt_P6AA-0.jpg,354260205000020.0,2,5.0
133,wohG3ePEfA2KpJVKt_P6AA-90.jpg,354260205000020.0,2,5.0
134,wohG3ePEfA2KpJVKt_P6AA-180.jpg,354260205000020.0,2,5.0
135,wohG3ePEfA2KpJVKt_P6AA-270.jpg,354260205000020.0,2,5.0
136,p6ucYNds3OPjZNhjD70TaQ-0.jpg,354260205000025.0,2,3.0
137,p6ucYNds3OPjZNhjD70TaQ-90.jpg,354260205000025.0,2,3.0
138,p6ucYNds3OPjZNhjD70TaQ-180.jpg,354260205000025.0,2,3.0
139,p6ucYNds3OPjZNhjD70TaQ-270.jpg,354260205000025.0,2,3.0
140,R5lavbU5t9O_8x-kbE8xVA-0.jpg,355180105000025.0,2,3.0
141,R5lavbU5t9O_8x-kbE8xVA-90.jpg,355180105000025.0,2,3.0
142,R5lavbU5t9O_8x-kbE8xVA-180.jpg,355180105000025.0,2,3.0
143,R5lavbU5t9O_8x-kbE8xVA-270.jpg,355180105000025.0,2,3.0
144,duChYzj6y8LE2n6STakKLw-0.jpg,354280005000001.0,2,5.0
145,duChYzj6y8LE2n6STakKLw-90.jpg,354280005000001.0,2,5.0
146,duChYzj6y8LE2n6STakKLw-180.jpg,354280005000001.0,2,5.0
147,duChYzj6y8LE2n6STakKLw-270.jpg,354280005000001.0,2,5.0
148,pWhTDlWBuwdcRdKjh3idLg-0.jpg,410020205000019.0,2,4.0
149,pWhTDlWBuwdcRdKjh3idLg-90.jpg,410020205000019.0,2,4.0
150,pWhTDlWBuwdcRdKjh3idLg-180.jpg,410020205000019.0,2,4.0
151,pWhTDlWBuwdcRdKjh3idLg-270.jpg,410020205000019.0,2,4.0
152,ODX61kAJc3BVua9ssvjc1w-0.jpg,354995305000002.0,2,5.0
153,ODX61kAJc3BVua9ssvjc1w-90.jpg,354995305000002.0,2,5.0
154,ODX61kAJc3BVua9ssvjc1w-180.jpg,354995305000002.0,2,5.0
155,ODX61kAJc3BVua9ssvjc1w-270.jpg,354995305000002.0,2,5.0
156,8D36sZegPhZFsQdeKuGSZw-0.jpg,354995305000010.0,2,5.0
157,8D36sZegPhZFsQdeKuGSZw-90.jpg,354995305000010.0,2,5.0
158,8D36sZegPhZFsQdeKuGSZw-180.jpg,354995305000010.0,2,5.0
159,8D36sZegPhZFsQdeKuGSZw-270.jpg,354995305000010.0,2,5.0
160,y43EVs1mCGMn0XVUjz8QGg-0.jpg,355350005000004.0,2,4.0
161,y43EVs1mCGMn0XVUjz8QGg-90.jpg,355350005000004.0,2,4.0
162,y43EVs1mCGMn0XVUjz8QGg-180.jpg,355350005000004.0,2,4.0
163,y43EVs1mCGMn0XVUjz8QGg-270.jpg,355350005000004.0,2,4.0
164,A5qyUfndYUxqS_V5azwaSg-0.jpg,410020205000018.0,2,3.0
165,A5qyUfndYUxqS_V5azwaSg-90.jpg,410020205000018.0,2,3.0
166,A5qyUfndYUxqS_V5azwaSg-180.jpg,410020205000018.0,2,3.0
167,A5qyUfndYUxqS_V5azwaSg-270.jpg,410020205000018.0,2,3.0
168,jE0zkCNi-WTtVHd2PfWZag-0.jpg,410310705000002.0,2,4.0
169,jE0zkCNi-WTtVHd2PfWZag-90.jpg,410310705000002.0,2,4.0
170,jE0zkCNi-WTtVHd2PfWZag-180.jpg,410310705000002.0,2,4.0
171,jE0zkCNi-WTtVHd2PfWZag-270.jpg,410310705000002.0,2,4.0
172,-8pBFMd9ppCqNEMyPvEfXA-0.jpg,410310705000001.0,2,4.0
173,-8pBFMd9ppCqNEMyPvEfXA-90.jpg,410310705000001.0,2,4.0
