,filename,setor,fold,quintilRenda
0,7oyKs65WBm5LAHNcHuCoDw-0.jpg,350270505000022.0,1,5.0
1,7oyKs65WBm5LAHNcHuCoDw-90.jpg,350270505000022.0,1,5.0
2,7oyKs65WBm5LAHNcHuCoDw-180.jpg,350270505000022.0,1,5.0
3,7oyKs65WBm5LAHNcHuCoDw-270.jpg,350270505000022.0,1,5.0
4,62ddeMELncvAnU9U4dAaIQ-0.jpg,350270505000024.0,1,2.0
5,62ddeMELncvAnU9U4dAaIQ-90.jpg,350270505000024.0,1,2.0
6,62ddeMELncvAnU9U4dAaIQ-180.jpg,350270505000024.0,1,2.0
7,62ddeMELncvAnU9U4dAaIQ-270.jpg,350270505000024.0,1,2.0
8,eWBZRZQqYB4CngbMCphMDA-0.jpg,350270505000021.0,1,4.0
9,eWBZRZQqYB4CngbMCphMDA-90.jpg,350270505000021.0,1,4.0
10,eWBZRZQqYB4CngbMCphMDA-180.jpg,350270505000021.0,1,4.0
11,eWBZRZQqYB4CngbMCphMDA-270.jpg,350270505000021.0,1,4.0
12,9a76BVVxa7Hs6ivAPAWxkQ-0.jpg,352030105000001.0,1,5.0
13,9a76BVVxa7Hs6ivAPAWxkQ-90.jpg,352030105000001.0,1,5.0
14,9a76BVVxa7Hs6ivAPAWxkQ-180.jpg,352030105000001.0,1,5.0
15,9a76BVVxa7Hs6ivAPAWxkQ-270.jpg,352030105000001.0,1,5.0
16,uA1vgYJcxvdvykeze-iHjQ-0.jpg,352030105000009.0,1,5.0
17,uA1vgYJcxvdvykeze-iHjQ-90.jpg,352030105000009.0,1,5.0
18,uA1vgYJcxvdvykeze-iHjQ-180.jpg,352030105000009.0,1,5.0
19,uA1vgYJcxvdvykeze-iHjQ-270.jpg,352030105000009.0,1,5.0
20,FBEvdeafgTJ6m004deCulw-0.jpg,352030105000050.0,1,5.0
21,FBEvdeafgTJ6m004deCulw-90.jpg,352030105000050.0,1,5.0
22,FBEvdeafgTJ6m004deCulw-180.jpg,352030105000050.0,1,5.0
23,FBEvdeafgTJ6m004deCulw-270.jpg,352030105000050.0,1,5.0
24,613SeERcnrZ0XhhkzNeVPA-0.jpg,352042605000030.0,1,5.0
25,613SeERcnrZ0XhhkzNeVPA-90.jpg,352042605000030.0,1,5.0
26,613SeERcnrZ0XhhkzNeVPA-180.jpg,352042605000030.0,1,5.0
27,613SeERcnrZ0XhhkzNeVPA-270.jpg,352042605000030.0,1,5.0
28,LDGF3Y-km7vKpPPzrTLOAA-0.jpg,352042605000014.0,1,5.0
29,LDGF3Y-km7vKpPPzrTLOAA-90.jpg,352042605000014.0,1,5.0
30,LDGF3Y-km7vKpPPzrTLOAA-180.jpg,352042605000014.0,1,5.0
31,LDGF3Y-km7vKpPPzrTLOAA-270.jpg,352042605000014.0,1,5.0
32,v99zlV-pDpP6DveaZVEreg-0.jpg,352042605000015.0,1,4.0
33,v99zlV-pDpP6DveaZVEreg-90.jpg,352042605000015.0,1,4.0
34,v99zlV-pDpP6DveaZVEreg-180.jpg,352042605000015.0,1,4.0
35,v99zlV-pDpP6DveaZVEreg-270.jpg,352042605000015.0,1,4.0
36,ewGk4fKSZjGOSwKAwWTQNg-0.jpg,352042605000015.0,1,4.0
37,ewGk4fKSZjGOSwKAwWTQNg-90.jpg,352042605000015.0,1,4.0
38,ewGk4fKSZjGOSwKAwWTQNg-180.jpg,352042605000015.0,1,4.0
39,ewGk4fKSZjGOSwKAwWTQNg-270.jpg,352042605000015.0,1,4.0
40,3naPEq0B3h_R2XAHQ9luTw-0.jpg,352042605000013.0,1,4.0
41,3naPEq0B3h_R2XAHQ9luTw-90.jpg,352042605000013.0,1,4.0
42,3naPEq0B3h_R2XAHQ9luTw-180.jpg,352042605000013.0,1,4.0
43,3naPEq0B3h_R2XAHQ9luTw-270.jpg,352042605000013.0,1,4.0
44,FWhhFawMPv5z0z6ki6dOmw-0.jpg,352042605000013.0,1,4.0
45,FWhhFawMPv5z0z6ki6dOmw-90.jpg,352042605000013.0,1,4.0
46,FWhhFawMPv5z0z6ki6dOmw-180.jpg,352042605000013.0,1,4.0
47,FWhhFawMPv5z0z6ki6dOmw-270.jpg,352042605000013.0,1,4.0
48,s86HAzjuCaKZ-bvDUVVOuw-0.jpg,352042605000031.0,1,5.0
49,s86HAzjuCaKZ-bvDUVVOuw-90.jpg,352042605000031.0,1,5.0
50,s86HAzjuCaKZ-bvDUVVOuw-180.jpg,352042605000031.0,1,5.0
51,s86HAzjuCaKZ-bvDUVVOuw-270.jpg,352042605000031.0,1,5.0
52,c_0mBGHtHmibv6_0QF-x4w-0.jpg,352042605000010.0,1,3.0
53,c_0mBGHtHmibv6_0QF-x4w-90.jpg,352042605000010.0,1,3.0
54,c_0mBGHtHmibv6_0QF-x4w-180.jpg,352042605000010.0,1,3.0
55,c_0mBGHtHmibv6_0QF-x4w-270.jpg,352042605000010.0,1,3.0
56,gnxl9PIzUt3F9JK29QPf7g-0.jpg,352330505000006.0,1,3.0
57,gnxl9PIzUt3F9JK29QPf7g-90.jpg,352330505000006.0,1,3.0
58,gnxl9PIzUt3F9JK29QPf7g-180.jpg,352330505000006.0,1,3.0
59,gnxl9PIzUt3F9JK29QPf7g-270.jpg,352330505000006.0,1,3.0
60,9Mp7DLBqjm7o87kprRX-4g-0.jpg,352330505000001.0,1,5.0
61,9Mp7DLBqjm7o87kprRX-4g-90.jpg,352330505000001.0,1,5.0
62,9Mp7DLBqjm7o87kprRX-4g-180.jpg,352330505000001.0,1,5.0
63,9Mp7DLBqjm7o87kprRX-4g-270.jpg,352330505000001.0,1,5.0
64,KusOeCXeq5BkZ_bX0zOs8Q-0.jpg,352330505000001.0,1,5.0
65,KusOeCXeq5BkZ_bX0zOs8Q-90.jpg,352330505000001.0,1,5.0
66,KusOeCXeq5BkZ_bX0zOs8Q-180.jpg,352330505000001.0,1,5.0
67,KusOeCXeq5BkZ_bX0zOs8Q-270.jpg,352330505000001.0,1,5.0
68,ncpRBZjVF8HUtfN12athtg-0.jpg,352330505000002.0,1,5.0
69,ncpRBZjVF8HUtfN12athtg-90.jpg,352330505000002.0,1,5.0
70,ncpRBZjVF8HUtfN12athtg-180.jpg,352330505000002.0,1,5.0
71,ncpRBZjVF8HUtfN12athtg-270.jpg,352330505000002.0,1,5.0
72,3dI9CpoXMYaPmm46y18MYA-0.jpg,352330505000003.0,1,5.0
73,3dI9CpoXMYaPmm46y18MYA-90.jpg,352330505000003.0,1,5.0
74,3dI9CpoXMYaPmm46y18MYA-180.jpg,352330505000003.0,1,5.0
75,3dI9CpoXMYaPmm46y18MYA-270.jpg,352330505000003.0,1,5.0
76,dM_F4A3syOuQoLFc8-Bfjw-0.jpg,352330505000003.0,1,5.0
77,dM_F4A3syOuQoLFc8-Bfjw-90.jpg,352330505000003.0,1,5.0
78,dM_F4A3syOuQoLFc8-Bfjw-180.jpg,352330505000003.0,1,5.0
79,dM_F4A3syOuQoLFc8-Bfjw-270.jpg,352330505000003.0,1,5.0
80,xg9pxhQWH9VDnW2JARnu9A-0.jpg,352330505000004.0,1,5.0
