,loss,accuracy,mean_absolute_error,Pearson,KendallTau
488,"0,2451","0,8517","0,1062","0,3153","0,4345"
489,"0,2446","0,8516","0,106","0,315","0,4347"
490,"0,2452","0,8516","0,1064","0,3154","0,4344"
491,"0,2448","0,8516","0,1061","0,315","0,4346"
492,"0,245","0,8511","0,1062","0,3152","0,4345"
493,"0,2448","0,8515","0,1061","0,315","0,4347"
494,"0,2449","0,8513","0,1062","0,3153","0,4346"
495,"0,245","0,8513","0,1062","0,3153","0,4346"
496,"0,2447","0,8514","0,1061","0,3151","0,4347"
497,"0,2447","0,8515","0,1061","0,315","0,4348"
498,"0,2446","0,8509","0,1061","0,3155","0,4347"
499,"0,2447","0,8512","0,1061","0,3155","0,4348"
500,"0,2442","0,8516","0,1059","0,3149","0,435"
501,"0,2448","0,8512","0,1062","0,3153","0,4347"
502,"0,2449","0,8513","0,1062","0,3157","0,4347"
503,"0,2446","0,8516","0,1061","0,3156","0,4348"
504,"0,2439","0,8521","0,1058","0,3149","0,4352"
505,"0,2445","0,8516","0,1061","0,3153","0,4349"
506,"0,2445","0,8519","0,1061","0,3153","0,4349"
507,"0,2444","0,8512","0,106","0,3156","0,4351"
508,"0,2445","0,8516","0,1063","0,3162","0,435"
509,"0,2441","0,8516","0,106","0,3154","0,4352"
510,"0,244","0,8514","0,1061","0,3156","0,4351"
511,"0,2442","0,8516","0,1061","0,3158","0,4351"
512,"0,2442","0,8517","0,1061","0,3157","0,4351"
513,"0,2442","0,8519","0,1061","0,3156","0,4352"
514,"0,2443","0,8515","0,1062","0,3159","0,4351"
515,"0,2439","0,8515","0,106","0,3157","0,4353"
516,"0,2444","0,8517","0,1063","0,3162","0,4351"
517,"0,2446","0,852","0,1065","0,3175","0,4351"
518,"0,2442","0,8517","0,1063","0,3168","0,4351"
519,"0,2439","0,8517","0,1061","0,3164","0,4353"
520,"0,2439","0,8523","0,1062","0,3167","0,4353"
521,"0,2443","0,8521","0,1063","0,3167","0,4351"
522,"0,2439","0,8522","0,1061","0,3163","0,4354"
523,"0,244","0,8524","0,1061","0,316","0,4354"
524,"0,2438","0,8523","0,1062","0,3167","0,4354"
525,"0,2442","0,8518","0,1062","0,3166","0,4354"
526,"0,2437","0,8522","0,106","0,3161","0,4356"
527,"0,244","0,8518","0,1063","0,3173","0,4355"
528,"0,2439","0,8513","0,1063","0,3171","0,4355"
529,"0,2438","0,8518","0,1062","0,3169","0,4355"
530,"0,2433","0,8519","0,106","0,3165","0,4357"
531,"0,2438","0,8515","0,1063","0,3173","0,4356"
532,"0,2437","0,8514","0,1063","0,3174","0,4356"
533,"0,2436","0,8523","0,1063","0,317","0,4356"
534,"0,244","0,8516","0,1064","0,3176","0,4353"
535,"0,2436","0,8522","0,1062","0,3168","0,4356"
536,"0,2434","0,8518","0,1061","0,3167","0,4357"
537,"0,2429","0,852","0,1058","0,3161","0,436"
538,"0,2436","0,8515","0,1061","0,3167","0,4357"
539,"0,2436","0,8518","0,1062","0,3166","0,4356"
540,"0,2432","0,852","0,106","0,3164","0,4359"
541,"0,2433","0,852","0,106","0,3166","0,4359"
542,"0,2435","0,8518","0,1061","0,3167","0,4357"
543,"0,2438","0,8517","0,1062","0,3169","0,4356"
544,"0,2433","0,852","0,106","0,3166","0,4359"
545,"0,2436","0,8521","0,1062","0,3167","0,4357"
546,"0,2432","0,8517","0,106","0,3167","0,4359"
547,"0,2435","0,8518","0,1061","0,3172","0,4358"
548,"0,2435","0,8518","0,1064","0,3181","0,4361"
549,"0,2434","0,8518","0,1064","0,3185","0,4358"
550,"0,2432","0,852","0,1062","0,3174","0,436"
551,"0,243","0,8522","0,106","0,3171","0,4361"
552,"0,2429","0,852","0,1059","0,317","0,4362"
553,"0,2432","0,8524","0,1063","0,3179","0,4361"
554,"0,2428","0,8526","0,1062","0,318","0,4363"
555,"0,243","0,8516","0,1062","0,3178","0,4361"
556,"0,2431","0,8513","0,1062","0,3174","0,4361"
557,"0,2433","0,8511","0,1063","0,3176","0,436"
558,"0,2432","0,8513","0,1062","0,3174","0,436"
559,"0,2432","0,8515","0,1062","0,3174","0,4361"
560,"0,2427","0,8517","0,1059","0,3172","0,4363"
561,"0,2434","0,8514","0,1063","0,3176","0,436"
562,"0,2429","0,8518","0,106","0,3171","0,4362"
563,"0,2431","0,8515","0,1062","0,3174","0,4361"
564,"0,2429","0,8517","0,106","0,3173","0,4363"
565,"0,243","0,8514","0,1061","0,3175","0,4362"
566,"0,2432","0,8514","0,1062","0,3176","0,4361"
567,"0,2429","0,8521","0,1061","0,3173","0,4362"
568,"0,243","0,8516","0,1061","0,3172","0,4363"
569,"0,243","0,8512","0,1061","0,3178","0,4362"
570,"0,243","0,8515","0,1061","0,3178","0,4363"
571,"0,2425","0,8522","0,106","0,3176","0,4367"
572,"0,2434","0,8515","0,1066","0,3195","0,4362"
573,"0,2434","0,8519","0,1067","0,3201","0,4363"
574,"0,243","0,8521","0,1063","0,3183","0,4363"
575,"0,2423","0,8525","0,1059","0,3176","0,4366"
576,"0,2429","0,8521","0,1062","0,3179","0,4364"
577,"0,2429","0,8523","0,1062","0,3184","0,4365"
578,"0,2427","0,8523","0,1066","0,3205","0,4368"
579,"0,2428","0,8527","0,1066","0,3205","0,4367"
580,"0,2424","0,8524","0,1063","0,3193","0,4368"
581,"0,2423","0,8533","0,1062","0,3189","0,437"
582,"0,2427","0,853","0,1066","0,3206","0,4368"
583,"0,2425","0,8526","0,1065","0,3202","0,4369"
584,"0,2424","0,8531","0,1063","0,3193","0,4368"
585,"0,2426","0,8525","0,1065","0,3199","0,4367"
586,"0,2421","0,8526","0,1061","0,3189","0,4369"
587,"0,2425","0,8524","0,1063","0,3192","0,4368"
588,"0,2425","0,8532","0,1063","0,3193","0,437"
589,"0,2423","0,8534","0,1063","0,3199","0,4372"
590,"0,2419","0,8534","0,106","0,3185","0,4372"
591,"0,2417","0,8528","0,1059","0,3183","0,4373"
592,"0,2422","0,8531","0,1061","0,3186","0,437"
593,"0,2419","0,8529","0,1059","0,3183","0,4372"
594,"0,242","0,8528","0,1059","0,3182","0,4372"
595,"0,2418","0,8531","0,1059","0,3182","0,4372"
596,"0,2422","0,8519","0,106","0,3184","0,4372"
597,"0,2418","0,8527","0,1058","0,318","0,4373"
598,"0,242","0,8525","0,1059","0,3183","0,4372"
599,"0,2421","0,8524","0,1061","0,3189","0,4372"
600,"0,2424","0,8531","0,1062","0,3197","0,4376"
601,"0,2416","0,8535","0,106","0,3195","0,4376"
602,"0,2418","0,8534","0,106","0,3191","0,4376"
603,"0,2418","0,8535","0,1061","0,3199","0,4382"
604,"0,242","0,8543","0,1063","0,3202","0,4391"
605,"0,242","0,8533","0,1068","0,3226","0,4391"
606,"0,2423","0,855","0,1069","0,3233","0,4423"
607,"0,2399","0,8581","0,1059","0,3211","0,4446"
608,"0,2373","0,8617","0,1041","0,3196","0,451"
609,"0,2348","0,864","0,1021","0,3158","0,4561"
610,"0,228","0,8686","0,0993","0,311","0,4611"
611,"0,2206","0,8717","0,0963","0,3051","0,4654"
612,"0,2139","0,875","0,0934","0,3006","0,468"
613,"0,2084","0,8767","0,0917","0,2986","0,4697"
614,"0,2041","0,8784","0,0901","0,2973","0,4714"
615,"0,1992","0,8811","0,0886","0,2954","0,4735"
616,"0,1957","0,8831","0,0875","0,294","0,4746"
617,"0,1917","0,8849","0,0862","0,2935","0,4759"
618,"0,188","0,8867","0,0852","0,2942","0,4773"
619,"0,1844","0,8883","0,0842","0,2932","0,4781"
620,"0,1813","0,8896","0,0831","0,2919","0,4788"
621,"0,1787","0,8909","0,0824","0,2912","0,4794"
622,"0,1766","0,8919","0,0819","0,2917","0,48"
623,"0,1741","0,8931","0,081","0,2911","0,481"
624,"0,1724","0,8938","0,0805","0,2902","0,4813"
625,"0,1712","0,8945","0,0801","0,2897","0,4816"
626,"0,1702","0,895","0,0798","0,2897","0,4819"
627,"0,1688","0,8957","0,0793","0,2879","0,4823"
628,"0,1682","0,8959","0,0791","0,2877","0,4824"
629,"0,1673","0,8965","0,0787","0,2873","0,4829"
630,"0,1664","0,8966","0,0783","0,2866","0,4832"
631,"0,1655","0,8969","0,0778","0,2853","0,4835"
632,"0,1652","0,897","0,0777","0,285","0,4839"
633,"0,164","0,8978","0,0771","0,2834","0,4844"
634,"0,1637","0,898","0,0769","0,2834","0,4849"
635,"0,1622","0,8995","0,0762","0,2818","0,4862"
636,"0,1614","0,8998","0,0757","0,2807","0,4869"
637,"0,1605","0,9004","0,0752","0,2791","0,4877"
638,"0,1591","0,9016","0,0744","0,277","0,4893"
639,"0,1579","0,9036","0,0735","0,2754","0,4909"
640,"0,1553","0,9062","0,0721","0,272","0,4934"
641,"0,152","0,9086","0,0707","0,27","0,4953"
642,"0,1483","0,9108","0,0689","0,2645","0,4973"
643,"0,145","0,9119","0,0678","0,2629","0,4983"
644,"0,1422","0,9134","0,0667","0,26","0,4989"
645,"0,1407","0,914","0,066","0,2579","0,4993"
646,"0,1381","0,9155","0,0654","0,258","0,5003"
647,"0,1367","0,9158","0,065","0,2577","0,5007"
648,"0,135","0,9171","0,0642","0,2558","0,5015"
649,"0,1334","0,9181","0,0635","0,2537","0,5021"
650,"0,132","0,9189","0,0631","0,2534","0,5026"
651,"0,1306","0,9195","0,0626","0,2518","0,5032"
652,"0,1293","0,9203","0,0619","0,2502","0,504"
653,"0,128","0,9211","0,0613","0,2497","0,5047"
654,"0,1264","0,9224","0,0606","0,2472","0,5056"
655,"0,1252","0,9233","0,06","0,2446","0,5061"
656,"0,1242","0,9231","0,0595","0,2436","0,5064"
657,"0,1238","0,9234","0,0591","0,2421","0,5065"
658,"0,1227","0,9247","0,0585","0,2408","0,5073"
659,"0,1216","0,9256","0,0581","0,2391","0,5079"
660,"0,1203","0,9257","0,0575","0,2374","0,5084"
661,"0,1196","0,9269","0,0572","0,2362","0,5087"
662,"0,1178","0,9282","0,0564","0,2339","0,5094"
663,"0,1164","0,9288","0,0559","0,2333","0,5099"
664,"0,1153","0,9291","0,0552","0,2304","0,5099"
665,"0,1145","0,9297","0,0548","0,2289","0,5101"
666,"0,1135","0,9298","0,0543","0,2273","0,5102"
667,"0,1128","0,9296","0,0538","0,2259","0,5102"
668,"0,1126","0,9298","0,0536","0,225","0,5101"
669,"0,112","0,9299","0,0533","0,2234","0,5101"
670,"0,1117","0,9295","0,0531","0,2232","0,5101"
671,"0,1117","0,9298","0,0531","0,2234","0,51"
672,"0,1109","0,9305","0,0527","0,2217","0,5101"
673,"0,111","0,9302","0,0526","0,2212","0,5099"
674,"0,1105","0,9304","0,0523","0,2202","0,5098"
675,"0,1103","0,9304","0,0521","0,2193","0,5097"
676,"0,1102","0,9303","0,052","0,2193","0,5096"
677,"0,1099","0,9302","0,0519","0,2191","0,5097"
678,"0,1094","0,9306","0,0516","0,2179","0,5097"
679,"0,1097","0,9303","0,0517","0,2181","0,5094"
680,"0,1094","0,9306","0,0515","0,2174","0,5094"
681,"0,109","0,9308","0,0512","0,2161","0,5095"
682,"0,1088","0,9309","0,051","0,2154","0,5096"
683,"0,1089","0,9309","0,0512","0,2169","0,5094"
684,"0,1083","0,9311","0,0509","0,2155","0,5095"
685,"0,1086","0,9308","0,0508","0,215","0,5092"
686,"0,1081","0,931","0,0505","0,2141","0,5095"
687,"0,1084","0,9309","0,0506","0,2139","0,5093"
688,"0,1086","0,9304","0,0506","0,2142","0,5091"
689,"0,1082","0,931","0,0503","0,213","0,5092"
690,"0,108","0,9308","0,0502","0,2123","0,5092"
691,"0,1079","0,9307","0,0501","0,2123","0,5092"
692,"0,1077","0,9309","0,0499","0,2112","0,5092"
693,"0,1081","0,9305","0,05","0,2118","0,5089"
694,"0,1073","0,9311","0,0496","0,2105","0,5092"
695,"0,1073","0,9311","0,0496","0,2101","0,5092"
696,"0,1073","0,9311","0,0495","0,2099","0,5092"
697,"0,107","0,9313","0,0493","0,2093","0,5092"
698,"0,1072","0,9312","0,0493","0,209","0,5091"
699,"0,1075","0,9308","0,0498","0,2115","0,5091"
700,"0,1074","0,9311","0,0498","0,2107","0,5091"
701,"0,1073","0,9311","0,0495","0,2095","0,509"
702,"0,1072","0,931","0,0494","0,2095","0,5091"
703,"0,1073","0,9309","0,0494","0,2095","0,5089"
704,"0,1067","0,931","0,0492","0,2079","0,5091"
705,"0,1069","0,9307","0,0493","0,2091","0,509"
706,"0,1065","0,9312","0,0491","0,2082","0,5091"
707,"0,1064","0,9307","0,0489","0,2077","0,509"
708,"0,1065","0,9308","0,0489","0,2078","0,5089"
709,"0,1064","0,9309","0,0489","0,2077","0,509"
710,"0,106","0,9307","0,0486","0,2061","0,5091"
711,"0,1063","0,9305","0,0485","0,2063","0,5089"
712,"0,1061","0,9308","0,0485","0,2068","0,509"
713,"0,1054","0,9311","0,0481","0,2046","0,5092"
714,"0,1058","0,9306","0,0482","0,2045","0,5089"
715,"0,1059","0,9306","0,0481","0,2043","0,5089"
716,"0,106","0,9307","0,0481","0,2043","0,5088"
717,"0,1055","0,9311","0,0478","0,2033","0,509"
718,"0,106","0,9306","0,048","0,2037","0,5087"
719,"0,1057","0,9308","0,0479","0,2034","0,5088"
720,"0,1057","0,9308","0,0478","0,203","0,5088"
721,"0,1056","0,9308","0,0478","0,2032","0,5089"
722,"0,1059","0,9307","0,0479","0,2034","0,5087"
723,"0,1058","0,9308","0,0479","0,2033","0,5087"
724,"0,1058","0,9306","0,0478","0,2031","0,5086"
725,"0,1055","0,9309","0,0476","0,2023","0,5088"
726,"0,1053","0,9311","0,0475","0,2018","0,5089"
727,"0,1052","0,931","0,0474","0,2017","0,5089"
728,"0,1057","0,9308","0,0475","0,202","0,5087"
729,"0,1051","0,931","0,0472","0,2009","0,5089"
730,"0,1055","0,931","0,0474","0,2015","0,5087"
731,"0,1053","0,9308","0,0475","0,2022","0,5088"
732,"0,1057","0,9307","0,0476","0,2023","0,5086"
733,"0,1055","0,931","0,0479","0,2038","0,5087"
734,"0,1055","0,931","0,048","0,204","0,5089"
735,"0,1061","0,9306","0,0487","0,2077","0,5088"
736,"0,1065","0,9307","0,0493","0,2094","0,5089"
737,"0,1061","0,9311","0,0497","0,2121","0,509"
738,"0,1057","0,931","0,0486","0,2063","0,5089"
739,"0,1057","0,931","0,0482","0,2049","0,5087"
740,"0,1055","0,9311","0,048","0,2043","0,5088"
741,"0,1054","0,9309","0,0478","0,203","0,5087"
742,"0,1056","0,9307","0,0478","0,2028","0,5086"
743,"0,1053","0,931","0,0475","0,2017","0,5087"
744,"0,1056","0,9308","0,0476","0,2019","0,5085"
745,"0,1056","0,9308","0,0475","0,2018","0,5085"
746,"0,1055","0,9309","0,0474","0,2011","0,5085"
747,"0,1055","0,9307","0,0474","0,2014","0,5085"
748,"0,1054","0,9307","0,0473","0,2012","0,5086"
749,"0,105","0,9309","0,047","0,2004","0,5087"
750,"0,1056","0,9304","0,0473","0,201","0,5084"
751,"0,1054","0,9306","0,0472","0,2007","0,5085"
752,"0,1052","0,9307","0,047","0,1998","0,5086"
753,"0,105","0,9309","0,047","0,1995","0,5087"
754,"0,1052","0,931","0,047","0,2002","0,5086"
755,"0,1049","0,931","0,0468","0,1995","0,5087"
756,"0,1052","0,9308","0,0471","0,2006","0,5085"
757,"0,1047","0,931","0,0468","0,1996","0,5088"
758,"0,1051","0,9308","0,0469","0,1995","0,5086"
759,"0,1054","0,9304","0,047","0,2","0,5084"
760,"0,1051","0,9308","0,0468","0,1993","0,5086"
761,"0,105","0,9308","0,0468","0,1989","0,5086"
762,"0,1051","0,9307","0,0468","0,1994","0,5085"
763,"0,1049","0,931","0,0467","0,1988","0,5086"
764,"0,1054","0,9304","0,0469","0,1998","0,5084"
765,"0,1046","0,931","0,0466","0,1989","0,5087"
766,"0,1047","0,9309","0,0466","0,1983","0,5087"
767,"0,1048","0,931","0,0466","0,1984","0,5087"
768,"0,1045","0,9311","0,0464","0,198","0,5088"
769,"0,1048","0,931","0,0465","0,1981","0,5086"
770,"0,1049","0,9308","0,0466","0,1983","0,5085"
771,"0,1049","0,9309","0,0466","0,1982","0,5085"
772,"0,105","0,931","0,0466","0,1981","0,5085"
773,"0,1049","0,9309","0,0465","0,1981","0,5085"
774,"0,1051","0,9308","0,0466","0,1984","0,5084"
775,"0,1048","0,931","0,0465","0,1977","0,5086"
776,"0,1051","0,9307","0,0466","0,1983","0,5084"
777,"0,1049","0,931","0,0465","0,198","0,5085"
778,"0,1048","0,9306","0,0465","0,1982","0,5085"
779,"0,105","0,9308","0,047","0,2003","0,5085"
780,"0,1049","0,9308","0,047","0,2005","0,5085"
781,"0,1045","0,9309","0,0465","0,1982","0,5087"
782,"0,1048","0,9307","0,0468","0,1995","0,5085"
783,"0,1047","0,9308","0,0466","0,1989","0,5086"
784,"0,1042","0,9311","0,0462","0,1973","0,5088"
785,"0,1046","0,9306","0,0463","0,1976","0,5086"
786,"0,1047","0,9308","0,0463","0,1975","0,5086"
787,"0,1048","0,9307","0,0464","0,1979","0,5085"
788,"0,1044","0,9311","0,0461","0,197","0,5087"
789,"0,1049","0,9307","0,0464","0,1976","0,5084"
790,"0,1046","0,9309","0,0462","0,1973","0,5086"
791,"0,1046","0,9309","0,0462","0,1971","0,5086"
792,"0,1045","0,931","0,0461","0,1971","0,5086"
793,"0,1048","0,9308","0,0463","0,1973","0,5085"
794,"0,1047","0,9309","0,0462","0,1972","0,5085"
795,"0,1048","0,9306","0,0463","0,1981","0,5085"
796,"0,1047","0,9308","0,0463","0,1983","0,5086"
797,"0,1053","0,9312","0,0501","0,2167","0,5093"
798,"0,1084","0,931","0,0517","0,2203","0,5095"
799,"0,1061","0,9311","0,0509","0,2185","0,5093"
800,"0,1049","0,9311","0,0496","0,2129","0,5094"
801,"0,1052","0,931","0,0494","0,2117","0,5091"
802,"0,1049","0,9309","0,049","0,2104","0,5091"
803,"0,1053","0,9308","0,0489","0,2095","0,5089"
804,"0,1048","0,931","0,0486","0,2085","0,509"
805,"0,1047","0,931","0,0484","0,2076","0,5091"
806,"0,1049","0,9309","0,0483","0,2076","0,5089"
807,"0,1049","0,9309","0,0483","0,2074","0,5089"
808,"0,1047","0,9309","0,048","0,2062","0,5089"
809,"0,1046","0,9307","0,0478","0,2054","0,509"
810,"0,1048","0,9309","0,0478","0,2049","0,5089"
811,"0,1046","0,9311","0,0476","0,2044","0,5089"
812,"0,1046","0,9309","0,0476","0,2041","0,5089"
813,"0,1049","0,9307","0,0476","0,2041","0,5088"
814,"0,1046","0,931","0,0474","0,2032","0,5089"
815,"0,1049","0,9307","0,0475","0,2034","0,5087"
816,"0,1049","0,9308","0,0474","0,2032","0,5087"
817,"0,1048","0,9309","0,0474","0,2026","0,5087"
818,"0,1049","0,9307","0,0473","0,2028","0,5087"
819,"0,1048","0,9307","0,0472","0,2025","0,5087"
820,"0,1044","0,931","0,047","0,2018","0,5089"
821,"0,105","0,9304","0,0473","0,2025","0,5086"
822,"0,1048","0,9307","0,0471","0,202","0,5087"
823,"0,1045","0,9308","0,047","0,2012","0,5088"
824,"0,1043","0,931","0,0469","0,2008","0,5089"
825,"0,1046","0,9309","0,047","0,2012","0,5088"
826,"0,1042","0,931","0,0468","0,2008","0,5089"
827,"0,1046","0,9307","0,047","0,2011","0,5087"
828,"0,1042","0,931","0,0467","0,2004","0,509"
829,"0,1046","0,9309","0,0469","0,2007","0,5088"
830,"0,1049","0,9304","0,047","0,2013","0,5086"
831,"0,1046","0,9307","0,0468","0,2007","0,5088"
832,"0,1045","0,9307","0,0468","0,2003","0,5088"
833,"0,1046","0,9307","0,0468","0,2007","0,5087"
834,"0,1044","0,9309","0,0467","0,2002","0,5088"
835,"0,1049","0,9304","0,0469","0,2011","0,5086"
836,"0,1041","0,931","0,0465","0,2001","0,5089"
837,"0,1042","0,9309","0,0466","0,1998","0,5089"
838,"0,1043","0,931","0,0466","0,1998","0,5088"
839,"0,1041","0,9311","0,0465","0,1995","0,509"
840,"0,1044","0,9309","0,0466","0,1996","0,5088"
841,"0,1045","0,9308","0,0467","0,1999","0,5088"
842,"0,1045","0,9308","0,0467","0,1999","0,5088"
843,"0,1046","0,9308","0,0467","0,1998","0,5087"
844,"0,1045","0,9308","0,0466","0,1998","0,5088"
845,"0,1048","0,9307","0,0468","0,2002","0,5086"
846,"0,1044","0,931","0,0466","0,1994","0,5088"
847,"0,1047","0,9306","0,0467","0,2001","0,5086"
848,"0,1045","0,9309","0,0466","0,1998","0,5087"
849,"0,1045","0,9306","0,0466","0,1999","0,5087"
850,"0,1047","0,9307","0,0467","0,2","0,5086"
851,"0,1045","0,9307","0,0466","0,1998","0,5087"
852,"0,1043","0,9308","0,0465","0,1993","0,5089"
853,"0,1046","0,9307","0,0466","0,2001","0,5087"
854,"0,1044","0,9307","0,0465","0,2","0,5088"
855,"0,1039","0,9312","0,0463","0,1989","0,509"
856,"0,1044","0,9307","0,0465","0,1994","0,5088"
857,"0,1044","0,9308","0,0465","0,1995","0,5088"
858,"0,1046","0,9307","0,0466","0,2","0,5087"
859,"0,1041","0,9312","0,0463","0,1991","0,5089"
860,"0,1047","0,9307","0,0466","0,1997","0,5086"
861,"0,1044","0,9309","0,0465","0,1995","0,5088"
862,"0,1044","0,9309","0,0465","0,1994","0,5088"
863,"0,1043","0,931","0,0464","0,1993","0,5089"
864,"0,1046","0,9308","0,0466","0,1996","0,5087"
865,"0,1045","0,9309","0,0465","0,1996","0,5087"
866,"0,1046","0,9306","0,0466","0,2","0,5087"
867,"0,1043","0,9309","0,0465","0,1994","0,5089"
868,"0,1041","0,9312","0,0464","0,1988","0,509"
869,"0,104","0,9311","0,0463","0,1991","0,509"
870,"0,1045","0,9309","0,0465","0,1997","0,5088"
871,"0,104","0,931","0,0463","0,1988","0,5091"
872,"0,1044","0,931","0,0465","0,1995","0,5088"
873,"0,1042","0,9308","0,0466","0,2005","0,5089"
874,"0,1049","0,9306","0,0475","0,2049","0,5088"
875,"0,1046","0,931","0,0482","0,2091","0,5092"
876,"0,1047","0,9309","0,0496","0,2162","0,5095"
877,"0,1049","0,9307","0,0497","0,2177","0,5093"
878,"0,1052","0,9308","0,049","0,2138","0,5092"
879,"0,1047","0,9308","0,0485","0,211","0,5093"
880,"0,1045","0,9307","0,0483","0,2098","0,5094"
881,"0,1047","0,931","0,0483","0,2094","0,5092"
882,"0,1045","0,931","0,048","0,2082","0,5093"
883,"0,1044","0,9309","0,0478","0,2072","0,5093"
884,"0,1047","0,9308","0,048","0,2083","0,5092"
885,"0,1044","0,931","0,048","0,2077","0,5093"
886,"0,1046","0,9307","0,0478","0,2064","0,5091"
887,"0,1046","0,9308","0,0477","0,206","0,5091"
888,"0,1045","0,9309","0,0476","0,2055","0,5092"
889,"0,1047","0,9307","0,0482","0,2098","0,5091"
890,"0,1047","0,931","0,0485","0,2119","0,5095"
891,"0,1045","0,9311","0,0491","0,2148","0,5097"
892,"0,1064","0,9301","0,0517","0,2255","0,5098"
893,"0,1056","0,9312","0,0526","0,2313","0,5102"
894,"0,1047","0,9312","0,0513","0,2267","0,5103"
895,"0,1043","0,9314","0,0508","0,2241","0,5103"
896,"0,1045","0,9316","0,0502","0,2205","0,51"
897,"0,1041","0,9315","0,0499","0,2193","0,5101"
898,"0,1045","0,9312","0,0498","0,2175","0,5098"
899,"0,104","0,9314","0,0493","0,2157","0,51"
900,"0,1044","0,9312","0,0493","0,215","0,5098"
901,"0,1048","0,9308","0,0493","0,2151","0,5096"
902,"0,1044","0,9311","0,049","0,2139","0,5097"
903,"0,1043","0,9311","0,0489","0,213","0,5097"
904,"0,1044","0,931","0,0489","0,2129","0,5097"
905,"0,1043","0,9313","0,0487","0,2119","0,5098"
906,"0,1047","0,9307","0,0488","0,2123","0,5095"
907,"0,104","0,9312","0,0484","0,2109","0,5098"
908,"0,104","0,9312","0,0484","0,2103","0,5098"
909,"0,1041","0,9312","0,0483","0,2101","0,5097"
910,"0,1039","0,9313","0,0482","0,2096","0,5099"
911,"0,1042","0,9312","0,0482","0,2094","0,5097"
912,"0,1043","0,9309","0,0483","0,2095","0,5096"
913,"0,1043","0,9311","0,0482","0,2091","0,5096"
914,"0,1043","0,9311","0,0482","0,2089","0,5096"
915,"0,1043","0,931","0,0481","0,2087","0,5096"
916,"0,1046","0,931","0,0482","0,2091","0,5095"
917,"0,1042","0,9313","0,0481","0,2088","0,5097"
918,"0,1045","0,9309","0,0482","0,2095","0,5095"
919,"0,1043","0,9311","0,048","0,2084","0,5096"
920,"0,1042","0,9309","0,0479","0,2081","0,5096"
921,"0,1044","0,9308","0,048","0,208","0,5095"
922,"0,1043","0,931","0,0479","0,2075","0,5095"
923,"0,104","0,9311","0,0478","0,2069","0,5098"
924,"0,1043","0,9309","0,0478","0,2074","0,5095"
925,"0,1042","0,9309","0,0477","0,2072","0,5096"
926,"0,1037","0,9314","0,0475","0,2059","0,5098"
927,"0,1041","0,9309","0,0476","0,2063","0,5096"
928,"0,1042","0,931","0,0476","0,2064","0,5095"
929,"0,1044","0,9309","0,0477","0,2066","0,5094"
930,"0,1039","0,9313","0,0474","0,2055","0,5097"
931,"0,1043","0,9309","0,0476","0,2059","0,5094"
932,"0,1042","0,9311","0,0475","0,2058","0,5096"
933,"0,1042","0,9311","0,0475","0,2055","0,5095"
934,"0,104","0,9312","0,0474","0,2054","0,5096"
935,"0,1043","0,931","0,0476","0,2056","0,5095"
936,"0,1043","0,9311","0,0475","0,2057","0,5095"
937,"0,1043","0,9308","0,0477","0,2075","0,5094"
938,"0,104","0,9311","0,0475","0,2059","0,5096"
939,"0,1038","0,9313","0,0473","0,2051","0,5097"
940,"0,1037","0,9312","0,0475","0,2065","0,5098"
941,"0,1042","0,9311","0,0479","0,2086","0,5097"
942,"0,1038","0,9313","0,0477","0,2076","0,51"
943,"0,1042","0,9312","0,0476","0,2066","0,5097"
944,"0,1039","0,931","0,0474","0,2062","0,5098"
945,"0,1044","0,9309","0,0476","0,2062","0,5095"
946,"0,104","0,931","0,0474","0,2056","0,5097"
947,"0,1039","0,9311","0,0473","0,2051","0,5098"
948,"0,1041","0,931","0,0474","0,2054","0,5096"
949,"0,1042","0,931","0,0474","0,205","0,5096"
950,"0,104","0,931","0,0473","0,2048","0,5097"
951,"0,1039","0,9309","0,0472","0,2046","0,5098"
952,"0,1041","0,931","0,0473","0,2045","0,5096"
953,"0,1039","0,9311","0,0472","0,2043","0,5097"
954,"0,104","0,931","0,0472","0,2042","0,5097"
955,"0,1042","0,9309","0,0473","0,2046","0,5096"
956,"0,1039","0,9311","0,0472","0,204","0,5097"
957,"0,1042","0,9308","0,0473","0,2045","0,5095"
958,"0,1042","0,9309","0,0473","0,2045","0,5096"
959,"0,1041","0,931","0,0473","0,204","0,5096"
960,"0,1042","0,9309","0,0473","0,2045","0,5095"
961,"0,1041","0,9309","0,0472","0,2044","0,5096"
962,"0,1038","0,9312","0,047","0,2037","0,5098"
963,"0,1044","0,9306","0,0473","0,2047","0,5095"
964,"0,1042","0,9308","0,0472","0,2044","0,5096"
965,"0,1039","0,931","0,0471","0,2036","0,5097"
966,"0,1038","0,9312","0,0471","0,2033","0,5098"
967,"0,104","0,9311","0,0471","0,2039","0,5097"
968,"0,1037","0,9312","0,047","0,2035","0,5098"
969,"0,1041","0,9309","0,0472","0,204","0,5096"
970,"0,1036","0,9311","0,0469","0,2033","0,5099"
971,"0,104","0,9311","0,0471","0,2035","0,5097"
972,"0,1044","0,9307","0,0473","0,2044","0,5095"
973,"0,1041","0,931","0,0471","0,2038","0,5097"
974,"0,104","0,931","0,0471","0,2035","0,5097"
975,"0,104","0,9309","0,0471","0,2039","0,5097"
976,"0,1039","0,9312","0,047","0,2034","0,5098"
977,"0,1044","0,9307","0,0473","0,2044","0,5095"
