,loss,accuracy,mean_absolute_error,Pearson,KendallTau
132,"0,4545","0,7998","0,169","0,3438","0,4358"
133,"0,4523","0,7997","0,1683","0,3432","0,4358"
134,"0,45","0,7995","0,1675","0,3428","0,4358"
135,"0,4477","0,7996","0,1666","0,3419","0,436"
136,"0,4452","0,7996","0,1657","0,3413","0,4362"
137,"0,4431","0,7996","0,165","0,3408","0,4363"
138,"0,4411","0,7995","0,1643","0,3405","0,4362"
139,"0,4385","0,7999","0,1633","0,3397","0,4366"
140,"0,4363","0,8005","0,1625","0,3392","0,4368"
141,"0,4343","0,8004","0,1618","0,3385","0,4369"
142,"0,4325","0,8001","0,1611","0,3384","0,4368"
143,"0,4299","0,8001","0,1602","0,3375","0,4371"
144,"0,4278","0,8002","0,1594","0,3368","0,4374"
145,"0,4259","0,8002","0,1588","0,3364","0,4373"
146,"0,4237","0,8","0,158","0,3357","0,4375"
147,"0,4217","0,7999","0,1573","0,3352","0,4376"
148,"0,4199","0,7998","0,1566","0,3348","0,4377"
149,"0,4175","0,8004","0,1557","0,3338","0,4379"
150,"0,4157","0,8006","0,1551","0,3334","0,4381"
151,"0,4136","0,8009","0,1543","0,3329","0,4383"
152,"0,4121","0,8003","0,1538","0,3325","0,4382"
153,"0,41","0,8","0,1531","0,3322","0,4382"
154,"0,4081","0,7999","0,1524","0,3316","0,4383"
155,"0,4063","0,8007","0,1518","0,331","0,4386"
156,"0,4043","0,8011","0,151","0,3307","0,4386"
157,"0,4024","0,801","0,1504","0,33","0,4387"
158,"0,4007","0,8008","0,1498","0,3294","0,4388"
159,"0,3991","0,8005","0,1493","0,3293","0,4387"
160,"0,397","0,8012","0,1485","0,3286","0,4391"
161,"0,3951","0,8015","0,1477","0,3279","0,4392"
162,"0,3936","0,801","0,1473","0,3278","0,4391"
163,"0,3916","0,8015","0,1465","0,3273","0,4394"
164,"0,3899","0,8015","0,1459","0,3266","0,4395"
165,"0,3886","0,8013","0,1455","0,3265","0,4394"
166,"0,3871","0,8013","0,1451","0,3262","0,4393"
167,"0,3855","0,8014","0,1445","0,326","0,4394"
168,"0,3837","0,8009","0,1438","0,3253","0,4395"
169,"0,3822","0,8015","0,1432","0,3249","0,4397"
170,"0,3808","0,8017","0,1428","0,3246","0,4397"
171,"0,3794","0,8015","0,1423","0,3242","0,4397"
172,"0,378","0,8015","0,1419","0,3241","0,4396"
173,"0,3763","0,8011","0,1412","0,3234","0,4397"
174,"0,3748","0,8019","0,1407","0,3229","0,4401"
175,"0,3736","0,8014","0,1402","0,3227","0,44"
176,"0,372","0,8017","0,1397","0,3221","0,4401"
177,"0,3707","0,8016","0,1393","0,3222","0,44"
178,"0,3693","0,8019","0,1387","0,3214","0,4403"
179,"0,368","0,8016","0,1383","0,3214","0,4402"
180,"0,3666","0,8022","0,1378","0,321","0,4403"
181,"0,3651","0,8023","0,1373","0,3206","0,4405"
182,"0,364","0,8021","0,1369","0,3203","0,4404"
183,"0,3631","0,8017","0,1367","0,3203","0,4401"
184,"0,3616","0,8023","0,1361","0,3196","0,4404"
185,"0,3604","0,8022","0,1357","0,3194","0,4405"
186,"0,3588","0,8027","0,1351","0,3191","0,4405"
187,"0,3579","0,8025","0,1348","0,319","0,4404"
188,"0,3568","0,8024","0,1345","0,3185","0,4404"
189,"0,3554","0,8027","0,134","0,3183","0,4405"
190,"0,3543","0,8025","0,1336","0,318","0,4405"
191,"0,3531","0,8027","0,1331","0,3175","0,4406"
192,"0,3521","0,8026","0,1328","0,3175","0,4405"
193,"0,3507","0,8028","0,1323","0,317","0,4406"
194,"0,3495","0,8028","0,1319","0,3169","0,4406"
195,"0,3482","0,8031","0,1314","0,3161","0,4408"
196,"0,3469","0,8033","0,131","0,3159","0,4409"
197,"0,3459","0,8029","0,1307","0,3159","0,4408"
198,"0,3447","0,8036","0,1303","0,3153","0,4409"
199,"0,3437","0,8035","0,1299","0,3152","0,4408"
200,"0,3427","0,8032","0,1296","0,315","0,4408"
201,"0,3415","0,8035","0,1292","0,3146","0,4408"
202,"0,3411","0,8031","0,1292","0,3146","0,4407"
203,"0,3395","0,8036","0,1285","0,314","0,4409"
204,"0,3388","0,8038","0,1283","0,3139","0,4408"
205,"0,3381","0,8033","0,1281","0,3139","0,4407"
206,"0,3372","0,8034","0,1278","0,3134","0,4408"
207,"0,3365","0,8034","0,1275","0,3133","0,4407"
208,"0,3358","0,8038","0,1273","0,3131","0,4409"
209,"0,3353","0,8033","0,1272","0,3132","0,4407"
210,"0,334","0,8042","0,1267","0,3129","0,4408"
211,"0,3329","0,8044","0,1263","0,3126","0,4409"
212,"0,3318","0,8041","0,126","0,3123","0,4409"
213,"0,3311","0,8041","0,1257","0,3125","0,4408"
214,"0,3298","0,8046","0,1253","0,312","0,4409"
215,"0,3289","0,8041","0,125","0,3118","0,4409"
216,"0,3283","0,8042","0,1248","0,3116","0,4408"
217,"0,3275","0,8042","0,1245","0,3113","0,4408"
218,"0,3265","0,8042","0,1242","0,3112","0,4408"
219,"0,3259","0,804","0,124","0,3111","0,4407"
220,"0,3248","0,8039","0,1236","0,3105","0,4408"
221,"0,3243","0,8042","0,1235","0,3105","0,4408"
222,"0,3233","0,8045","0,1231","0,3103","0,4409"
223,"0,3231","0,8038","0,1231","0,3101","0,4407"
224,"0,3222","0,8038","0,1228","0,3102","0,4406"
225,"0,3217","0,8038","0,1226","0,31","0,4406"
226,"0,3208","0,8042","0,1223","0,3097","0,4408"
227,"0,32","0,8043","0,122","0,3097","0,4407"
228,"0,3193","0,8043","0,1218","0,3093","0,4407"
229,"0,3187","0,804","0,1216","0,3089","0,4407"
230,"0,3183","0,8035","0,1215","0,3091","0,4406"
231,"0,3173","0,8041","0,1211","0,3087","0,4409"
232,"0,3165","0,804","0,1208","0,3083","0,4408"
233,"0,3161","0,8038","0,1207","0,3084","0,4407"
234,"0,3151","0,8047","0,1203","0,3082","0,4409"
235,"0,3146","0,8048","0,1201","0,3077","0,4409"
236,"0,3146","0,8044","0,1202","0,3081","0,4408"
237,"0,3146","0,804","0,1202","0,308","0,4406"
238,"0,314","0,804","0,12","0,308","0,4407"
239,"0,3135","0,8041","0,1198","0,3078","0,4407"
240,"0,3127","0,8048","0,1195","0,3075","0,4409"
241,"0,3119","0,8048","0,1193","0,3074","0,4409"
242,"0,311","0,8047","0,119","0,3073","0,4407"
243,"0,3106","0,8042","0,1189","0,3075","0,4406"
244,"0,3097","0,8043","0,1186","0,3069","0,4406"
245,"0,309","0,8049","0,1183","0,3066","0,4408"
246,"0,3088","0,8046","0,1183","0,3068","0,4407"
247,"0,3081","0,805","0,118","0,3064","0,4407"
248,"0,3078","0,8046","0,118","0,3067","0,4406"
249,"0,3069","0,8052","0,1177","0,306","0,4408"
250,"0,3067","0,8048","0,1176","0,3063","0,4407"
251,"0,3062","0,8054","0,1174","0,3061","0,4407"
252,"0,3055","0,8054","0,1172","0,306","0,4408"
253,"0,3053","0,805","0,1171","0,3059","0,4408"
254,"0,3054","0,8045","0,1172","0,306","0,4405"
255,"0,3046","0,8055","0,1169","0,3054","0,4408"
256,"0,3041","0,8051","0,1167","0,3054","0,4408"
257,"0,3034","0,8056","0,1165","0,3053","0,4408"
258,"0,3035","0,8055","0,1165","0,3055","0,4408"
259,"0,3033","0,8054","0,1165","0,305","0,4408"
260,"0,303","0,8053","0,1164","0,3052","0,4408"
261,"0,3028","0,8052","0,1162","0,3049","0,4409"
262,"0,3028","0,8055","0,1163","0,3048","0,441"
263,"0,303","0,8051","0,1163","0,3049","0,4411"
264,"0,3029","0,8053","0,1162","0,3048","0,4412"
265,"0,303","0,8055","0,1163","0,3049","0,4413"
266,"0,3027","0,8063","0,1162","0,3046","0,4415"
267,"0,3018","0,8066","0,1159","0,3044","0,4416"
268,"0,3009","0,8064","0,1156","0,3045","0,4415"
269,"0,2998","0,8066","0,1152","0,3041","0,4415"
270,"0,2987","0,8058","0,1149","0,3041","0,4414"
271,"0,2978","0,8057","0,1146","0,3041","0,4414"
272,"0,2969","0,8058","0,1143","0,3039","0,4413"
273,"0,297","0,8056","0,1144","0,3039","0,4412"
274,"0,2958","0,8059","0,114","0,3035","0,4414"
275,"0,2956","0,8059","0,1139","0,3036","0,4412"
276,"0,2953","0,8058","0,1139","0,3036","0,441"
277,"0,295","0,8061","0,1138","0,3033","0,4411"
278,"0,2947","0,8056","0,1136","0,3034","0,441"
279,"0,2943","0,8059","0,1135","0,3032","0,441"
280,"0,2941","0,806","0,1135","0,3033","0,4409"
281,"0,2936","0,8063","0,1133","0,3032","0,4409"
282,"0,2931","0,8061","0,1131","0,3031","0,441"
283,"0,293","0,8057","0,1131","0,3031","0,4409"
284,"0,2928","0,8059","0,113","0,3033","0,4408"
285,"0,2923","0,8063","0,1129","0,3029","0,4409"
286,"0,2919","0,806","0,1128","0,3029","0,4409"
287,"0,2919","0,8056","0,1128","0,3028","0,4408"
288,"0,2915","0,8057","0,1126","0,3027","0,4409"
289,"0,2911","0,8056","0,1125","0,3026","0,4409"
290,"0,2909","0,8052","0,1124","0,3027","0,4409"
291,"0,2904","0,8056","0,1122","0,3022","0,4409"
292,"0,2902","0,8056","0,1122","0,3022","0,441"
293,"0,2895","0,8058","0,1119","0,3021","0,4411"
294,"0,2899","0,8057","0,1121","0,3022","0,441"
295,"0,2894","0,8053","0,112","0,3023","0,4409"
296,"0,2894","0,8054","0,112","0,3022","0,441"
297,"0,2888","0,8055","0,1117","0,3018","0,4412"
298,"0,2884","0,8058","0,1116","0,302","0,4411"
299,"0,2881","0,806","0,1115","0,3017","0,4412"
300,"0,2879","0,8055","0,1114","0,3015","0,4412"
301,"0,2878","0,8052","0,1114","0,3016","0,4412"
302,"0,287","0,8057","0,1111","0,3012","0,4414"
303,"0,2867","0,8057","0,1109","0,301","0,4413"
304,"0,2865","0,8055","0,1109","0,3012","0,4413"
305,"0,2858","0,8056","0,1106","0,301","0,4414"
306,"0,2856","0,8061","0,1106","0,3006","0,4414"
307,"0,2857","0,8058","0,1106","0,301","0,4414"
308,"0,2858","0,8053","0,1107","0,3009","0,4413"
309,"0,2854","0,8057","0,1105","0,3009","0,4413"
310,"0,2851","0,8057","0,1104","0,3007","0,4414"
311,"0,2845","0,8062","0,1102","0,3005","0,4415"
312,"0,2845","0,8063","0,1102","0,3005","0,4415"
313,"0,2842","0,8058","0,1101","0,3004","0,4414"
314,"0,2843","0,8055","0,1102","0,3006","0,4414"
315,"0,2837","0,8055","0,1099","0,3001","0,4416"
316,"0,2833","0,8061","0,1098","0,2999","0,4417"
317,"0,2832","0,8058","0,1097","0,3","0,4417"
318,"0,2828","0,8061","0,1096","0,2997","0,4417"
319,"0,2826","0,8063","0,1096","0,3","0,4416"
320,"0,2822","0,8063","0,1094","0,2994","0,4419"
321,"0,2822","0,806","0,1094","0,2998","0,4418"
322,"0,2819","0,8064","0,1093","0,2996","0,4419"
323,"0,2816","0,8064","0,1092","0,2996","0,442"
324,"0,2819","0,806","0,1093","0,2996","0,4421"
325,"0,2826","0,8061","0,1096","0,2998","0,4419"
326,"0,2826","0,8068","0,1096","0,2994","0,4423"
327,"0,2827","0,8068","0,1096","0,2996","0,4423"
328,"0,2825","0,8072","0,1095","0,2999","0,4426"
329,"0,2821","0,8074","0,1095","0,3","0,4427"
330,"0,2817","0,8076","0,1094","0,2997","0,4426"
331,"0,2811","0,8072","0,1092","0,2998","0,4426"
332,"0,2805","0,8065","0,1089","0,2996","0,4426"
333,"0,28","0,8067","0,1088","0,2993","0,4427"
334,"0,2797","0,807","0,1087","0,2993","0,4425"
335,"0,2792","0,8073","0,1085","0,2991","0,4427"
336,"0,2789","0,807","0,1084","0,2992","0,4425"
337,"0,2786","0,8071","0,1083","0,2987","0,4427"
338,"0,2781","0,8076","0,1081","0,2987","0,4429"
339,"0,278","0,8075","0,1081","0,2988","0,4429"
340,"0,2779","0,8071","0,108","0,2985","0,4429"
341,"0,2777","0,8066","0,1079","0,2986","0,4429"
342,"0,2775","0,8065","0,1079","0,2986","0,4428"
343,"0,2771","0,8069","0,1078","0,2984","0,4428"
344,"0,2776","0,8062","0,108","0,2985","0,4428"
345,"0,2768","0,8068","0,1076","0,2982","0,4431"
346,"0,2767","0,8066","0,1076","0,2982","0,4432"
347,"0,2766","0,807","0,1076","0,2984","0,4432"
348,"0,2763","0,8068","0,1075","0,298","0,4434"
349,"0,2761","0,8068","0,1074","0,298","0,4434"
350,"0,2757","0,8074","0,1072","0,2977","0,4437"
351,"0,2756","0,808","0,1072","0,2977","0,4438"
352,"0,2751","0,8084","0,107","0,2976","0,4443"
353,"0,2746","0,81","0,1067","0,2972","0,4453"
354,"0,2734","0,8146","0,1061","0,2961","0,4481"
355,"0,2705","0,8205","0,1048","0,294","0,452"
356,"0,267","0,8222","0,1035","0,292","0,453"
357,"0,2651","0,8221","0,1029","0,2917","0,4527"
358,"0,264","0,8221","0,1025","0,2911","0,4524"
359,"0,2631","0,8221","0,1022","0,2907","0,4527"
360,"0,2621","0,8226","0,1018","0,2904","0,4525"
361,"0,2614","0,8221","0,1016","0,2902","0,4524"
362,"0,2606","0,8224","0,1013","0,2896","0,4526"
363,"0,2602","0,8219","0,1012","0,2896","0,4523"
364,"0,2594","0,822","0,1009","0,2894","0,4525"
365,"0,2595","0,8217","0,101","0,2894","0,4523"
366,"0,259","0,8214","0,1008","0,2896","0,4521"
367,"0,2587","0,8216","0,1007","0,2893","0,452"
368,"0,2582","0,8216","0,1005","0,2891","0,4521"
369,"0,2577","0,822","0,1004","0,2892","0,4521"
370,"0,2575","0,8215","0,1003","0,289","0,452"
371,"0,2574","0,8217","0,1002","0,2887","0,4519"
372,"0,2572","0,821","0,1002","0,2888","0,4519"
373,"0,2566","0,8214","0,0999","0,2885","0,4521"
374,"0,2566","0,8211","0,0999","0,2884","0,4519"
375,"0,2565","0,8206","0,0999","0,2888","0,4517"
376,"0,2556","0,8207","0,0996","0,2885","0,4518"
377,"0,2554","0,8212","0,0995","0,2879","0,452"
378,"0,2557","0,8211","0,0996","0,2884","0,452"
379,"0,2557","0,8208","0,0996","0,2882","0,4519"
380,"0,2551","0,8206","0,0994","0,2883","0,4519"
381,"0,2547","0,8211","0,0992","0,2879","0,452"
382,"0,2545","0,8209","0,0992","0,288","0,4519"
383,"0,2544","0,8206","0,0991","0,2879","0,4518"
384,"0,2542","0,8203","0,0991","0,2879","0,4516"
385,"0,2544","0,8199","0,0992","0,2881","0,4515"
386,"0,2539","0,82","0,099","0,2877","0,4518"
387,"0,2538","0,8205","0,099","0,2877","0,4517"
388,"0,2535","0,8199","0,0988","0,2876","0,4518"
389,"0,2536","0,8198","0,0989","0,2876","0,4516"
390,"0,2536","0,8196","0,0989","0,288","0,4514"
391,"0,2531","0,8199","0,0987","0,2872","0,4517"
392,"0,2531","0,8198","0,0987","0,2875","0,4517"
393,"0,2528","0,82","0,0986","0,2874","0,4517"
394,"0,2525","0,8199","0,0985","0,2874","0,4517"
395,"0,2525","0,82","0,0985","0,2874","0,4517"
396,"0,2529","0,8197","0,0987","0,2876","0,4514"
397,"0,2524","0,8201","0,0985","0,2871","0,4517"
398,"0,2523","0,8202","0,0985","0,2873","0,4517"
399,"0,2521","0,8208","0,0984","0,2874","0,4516"
400,"0,2525","0,8206","0,0986","0,2876","0,4516"
401,"0,2526","0,8207","0,0986","0,2872","0,4517"
402,"0,2521","0,8211","0,0985","0,2873","0,4518"
403,"0,252","0,8202","0,0984","0,2872","0,4519"
404,"0,252","0,8202","0,0984","0,2872","0,4519"
405,"0,2521","0,8196","0,0984","0,2873","0,4519"
406,"0,252","0,8202","0,0984","0,2872","0,4522"
407,"0,2523","0,8202","0,0985","0,2875","0,4522"
408,"0,2524","0,8202","0,0985","0,2871","0,4525"
409,"0,2523","0,8206","0,0984","0,2873","0,4526"
410,"0,2523","0,8205","0,0984","0,2877","0,4527"
411,"0,2519","0,8211","0,0983","0,2872","0,4528"
412,"0,2508","0,8205","0,098","0,2871","0,4527"
413,"0,2505","0,8201","0,0979","0,2871","0,4524"
414,"0,2501","0,8204","0,0978","0,2869","0,4522"
415,"0,2506","0,8199","0,098","0,287","0,452"
416,"0,25","0,8205","0,0977","0,2868","0,4522"
417,"0,2498","0,8206","0,0977","0,2867","0,4522"
418,"0,2498","0,8209","0,0977","0,2868","0,4522"
419,"0,2498","0,8208","0,0977","0,2865","0,4522"
420,"0,2496","0,8209","0,0976","0,2866","0,4521"
421,"0,2492","0,821","0,0975","0,2864","0,4522"
422,"0,2495","0,8207","0,0976","0,2866","0,4521"
423,"0,2492","0,8208","0,0975","0,2867","0,452"
424,"0,249","0,8208","0,0974","0,2867","0,4521"
425,"0,2492","0,8207","0,0975","0,2866","0,4521"
426,"0,249","0,8208","0,0974","0,2868","0,4519"
427,"0,2487","0,8209","0,0973","0,2864","0,4521"
428,"0,2488","0,8207","0,0974","0,2866","0,452"
429,"0,2489","0,8207","0,0974","0,2865","0,452"
430,"0,2489","0,8204","0,0974","0,2864","0,452"
431,"0,2486","0,8207","0,0973","0,2864","0,4521"
432,"0,2485","0,8207","0,0973","0,2864","0,4521"
433,"0,2482","0,8211","0,0971","0,286","0,4522"
434,"0,2483","0,8205","0,0972","0,2862","0,4522"
435,"0,248","0,8213","0,097","0,2861","0,4524"
436,"0,2484","0,8208","0,0972","0,2861","0,4522"
437,"0,2482","0,821","0,0971","0,2864","0,4521"
438,"0,2482","0,8208","0,0972","0,2863","0,4522"
439,"0,2479","0,8213","0,0971","0,2862","0,4523"
440,"0,2477","0,8214","0,097","0,2863","0,4523"
441,"0,2477","0,821","0,097","0,2862","0,4524"
442,"0,2478","0,8211","0,097","0,286","0,4524"
443,"0,2478","0,8208","0,097","0,2862","0,4525"
444,"0,2472","0,8216","0,0968","0,2859","0,4525"
445,"0,2475","0,8212","0,0969","0,2859","0,4524"
446,"0,2476","0,8212","0,0969","0,2861","0,4525"
447,"0,2469","0,8213","0,0967","0,286","0,4526"
448,"0,2468","0,8217","0,0966","0,2856","0,4526"
449,"0,2473","0,8212","0,0968","0,2861","0,4526"
450,"0,2473","0,8212","0,0968","0,2859","0,4526"
451,"0,247","0,8216","0,0967","0,286","0,4527"
452,"0,2467","0,8217","0,0966","0,2857","0,4528"
453,"0,2466","0,8218","0,0966","0,2858","0,4528"
454,"0,2466","0,8216","0,0966","0,2857","0,453"
455,"0,2465","0,8218","0,0966","0,2857","0,4529"
456,"0,2467","0,8212","0,0966","0,2859","0,4528"
457,"0,2462","0,8217","0,0964","0,2854","0,4531"
458,"0,2462","0,8222","0,0964","0,2853","0,4532"
459,"0,2458","0,8222","0,0962","0,2852","0,4535"
460,"0,2459","0,8225","0,0963","0,2852","0,4535"
461,"0,246","0,8222","0,0964","0,2855","0,4536"
462,"0,2454","0,8232","0,0961","0,2847","0,4541"
463,"0,2453","0,8231","0,0961","0,2851","0,4541"
464,"0,245","0,8233","0,096","0,2848","0,4543"
465,"0,2445","0,8241","0,0957","0,2846","0,4553"
466,"0,2442","0,8277","0,0954","0,2837","0,4577"
467,"0,2435","0,8308","0,095","0,2829","0,4613"
468,"0,2415","0,8333","0,0939","0,2812","0,464"
469,"0,2401","0,8336","0,0934","0,2805","0,4649"
470,"0,2388","0,8347","0,0928","0,2798","0,4654"
471,"0,2377","0,8361","0,0924","0,2787","0,4673"
472,"0,2364","0,8374","0,0919","0,2778","0,4673"
473,"0,235","0,8393","0,0911","0,2771","0,4689"
474,"0,2335","0,8411","0,0904","0,2761","0,4707"
475,"0,2314","0,8424","0,0895","0,2746","0,4727"
476,"0,2286","0,8462","0,0883","0,2733","0,4745"
477,"0,2259","0,848","0,0872","0,2718","0,4759"
478,"0,2229","0,8517","0,0861","0,2706","0,4776"
479,"0,2197","0,8548","0,0845","0,2675","0,4804"
480,"0,2155","0,8589","0,0827","0,265","0,4824"
481,"0,2118","0,8618","0,0814","0,2635","0,4845"
482,"0,2078","0,8647","0,0798","0,2606","0,4863"
483,"0,204","0,8672","0,0784","0,2583","0,4874"
484,"0,2009","0,8679","0,0774","0,2572","0,4878"
485,"0,1977","0,87","0,0764","0,2558","0,4886"
486,"0,1956","0,8712","0,0756","0,2546","0,4895"
487,"0,1929","0,8733","0,0746","0,2531","0,4902"
